id,psu_no,pid,district,weight,code_ur,a01,a02,a04,d05,d24,indd03,wap16,employed16,ur1,lfpr,sub,jobsearch,plf,youth,young,main_sect,attained,cash,age5,age10,usualhrs,usual_h,act_hrs,acthrs,ya,usualhrsc,usualhc,status1,lfs_round,district_1,c21,tvt,a0a,a0b,a0c,a0d,a1a,a1b,i08,i09,i10,i11,i12,lfs_year,weight2,d03b1
5123,1198,11981601,34,672.9606918114938,2,2,1,56,1,,1,1,100,0,100,1,1,,,,1,1,20800,12,4,3,40,,,2,,,1,9,,,,,,,,,,,,,,,2020,168.24017333984375,1
5124,1198,11981602,34,672.9606918114938,2,1,3,28,1,,1,1,100,0,100,1,1,,,1,1,1,20800,6,2,3,40,40,3,1,,,1,9,,,,,,,,,,,,,,,2020,168.24017333984375,1
5125,1198,11981603,34,672.9606918114938,2,2,3,31,1,,1,1,100,0,100,1,1,,,,1,1,20800,7,2,3,40,40,3,2,,,1,9,,,,,,,,,,,,,,,2020,168.24017333984375,1
5126,1198,11981604,34,672.9606918114938,2,2,3,18,1,,1,1,100,0,100,1,1,,1,1,1,2,20800,4,1,3,40,40,3,1,,,1,9,,,,,,,,,,,,,,,2020,168.24017333984375,1
5127,1198,11981605,34,672.9606918114938,2,1,3,16,1,,1,1,100,0,100,1,1,,1,1,1,1,20800,4,1,3,40,40,3,1,,,1,9,,,,,,,,,,,,,,,2020,168.24017333984375,1
5128,1198,11981606,34,672.9606918114938,2,2,5,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,168.24017333984375,
5129,1199,11990101,35,566.9370506458635,2,2,1,52,,,,1,0,,0,1,1,,,,,2,,11,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5130,1199,11990102,35,566.9370506458635,2,1,3,18,,,,1,0,,0,2,1,2,1,1,,1,,4,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5131,1199,11990103,35,566.9370506458635,2,2,3,15,,,,,,,,,1,,,,,1,,4,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5132,1199,11990201,35,566.9370506458635,2,1,1,37,,,,1,0,,0,2,1,,,,,1,,8,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5133,1199,11990202,35,566.9370506458635,2,2,2,37,,,,1,0,,0,1,1,,,,,1,,8,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5134,1199,11990203,35,566.9370506458635,2,2,3,19,,,,1,0,,0,1,1,2,1,1,,2,,4,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5135,1199,11990204,35,566.9370506458635,2,2,3,17,1,,1,1,100,0,100,1,1,,1,1,1,2,26000,4,1,4,46,14,1,1,,,1,9,,,,,,,,,,,,,,,2020,141.73426818847656,2
5136,1199,11990205,35,566.9370506458635,2,2,3,14,,,,,,,,,1,,,,,2,,3,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5137,1199,11990206,35,566.9370506458635,2,1,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5138,1199,11990207,35,566.9370506458635,2,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5139,1199,11990208,35,566.9370506458635,2,1,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5140,1199,11990209,35,566.9370506458635,2,1,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5141,1199,11990210,35,566.9370506458635,2,1,5,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5142,1199,11990301,35,566.9370506458635,2,1,1,41,,,,1,0,100,100,1,1,,,,,1,,9,3,,,,,2,,,2,9,,E,,,,,,,,,,,,,2020,141.73426818847656,
5143,1199,11990302,35,566.9370506458635,2,2,2,48,,,,1,0,100,100,1,1,,,,,1,,10,3,,,,,2,,,2,9,,E,,,,,,,,,,,,,2020,141.73426818847656,
5144,1199,11990303,35,566.9370506458635,2,2,3,25,,,,1,0,100,100,1,1,,,1,,2,,6,2,,,,,1,,,2,9,,E,,,,,,,,,,,,,2020,141.73426818847656,
5145,1199,11990304,35,566.9370506458635,2,2,3,21,,,,1,0,100,100,1,1,,1,1,,2,,5,1,,,,,1,,,2,9,,E,,,,,,,,,,,,,2020,141.73426818847656,
5146,1199,11990305,35,566.9370506458635,2,1,3,19,,,,1,0,100,100,1,1,,1,1,,1,,4,1,,,,,1,,,2,9,,CE,,,,,,,,,,,,,2020,141.73426818847656,
5147,1199,11990306,35,566.9370506458635,2,1,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5148,1199,11990401,35,566.9370506458635,2,1,1,34,4,,9,1,100,0,100,1,1,,,,3,1,,7,2,1,22,20,1,2,,,1,9,,,,,,,,,,,,,,,2020,141.73426818847656,56
5149,1199,11990402,35,566.9370506458635,2,2,2,31,,,,1,0,,0,1,1,2,,,,1,,7,2,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5150,1199,11990403,35,566.9370506458635,2,2,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5151,1199,11990404,35,566.9370506458635,2,2,3,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5152,1199,11990501,35,566.9370506458635,2,1,1,23,4,,7,1,100,0,100,1,1,,1,1,3,1,,5,1,3,40,18,1,1,,,1,9,,,,,,,,,,,,,,,2020,141.73426818847656,47
5153,1199,11990502,35,566.9370506458635,2,2,2,24,6,,7,1,100,0,100,1,1,,1,1,3,2,,5,1,1,6,6,1,1,,,1,9,,,,,,,,,,,,,,,2020,141.73426818847656,47
5154,1199,11990504,35,566.9370506458635,2,2,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5155,1199,11990601,35,566.9370506458635,2,1,1,39,,,,1,0,,0,1,1,,,,,1,,8,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5156,1199,11990602,35,566.9370506458635,2,2,2,38,,,,1,0,,0,1,1,,,,,1,,8,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5157,1199,11990603,35,566.9370506458635,2,2,3,18,,,,1,0,,0,1,1,,1,1,,1,,4,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5158,1199,11990604,35,566.9370506458635,2,1,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5159,1199,11990605,35,566.9370506458635,2,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5160,1199,11990606,35,566.9370506458635,2,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5161,1199,11990607,35,566.9370506458635,2,2,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5162,1199,11990701,35,566.9370506458635,2,1,1,35,,,,1,0,100,100,2,1,,,,,1,,8,3,,,,,2,,,2,9,,E,,,,,,,,,,,,,2020,141.73426818847656,
5163,1199,11990702,35,566.9370506458635,2,2,2,32,,,,1,0,100,100,1,1,,,,,2,,7,2,,,,,2,,,2,9,,E,,,,,,,,,,,,,2020,141.73426818847656,
5164,1199,11990703,35,566.9370506458635,2,1,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5165,1199,11990704,35,566.9370506458635,2,2,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5166,1199,11990802,35,566.9370506458635,2,2,1,44,,,,1,0,,0,1,1,2,,,,2,,9,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5167,1199,11990803,35,566.9370506458635,2,2,3,18,1,,1,1,100,0,100,1,1,,1,1,1,2,13000,4,1,1,12,12,1,1,,,1,9,,,,,,,,,,,,,,,2020,141.73426818847656,1
5168,1199,11990804,35,566.9370506458635,2,2,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5169,1199,11990805,35,566.9370506458635,2,2,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5170,1199,11990901,35,566.9370506458635,2,1,1,38,,,,1,0,,0,1,1,2,,,,1,,8,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5171,1199,11990902,35,566.9370506458635,2,2,2,35,,,,1,0,,0,1,1,,,,,1,,8,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5172,1199,11990903,35,566.9370506458635,2,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5173,1199,11990904,35,566.9370506458635,2,2,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5174,1199,11990905,35,566.9370506458635,2,1,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5175,1199,11990906,35,566.9370506458635,2,1,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5176,1199,11990907,35,566.9370506458635,2,2,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5177,1199,11991001,35,566.9370506458635,2,1,1,29,,,,1,0,,0,1,1,2,,1,,1,,6,2,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5178,1199,11991002,35,566.9370506458635,2,2,2,31,1,,1,1,100,0,100,1,1,,,,1,1,13000,7,2,1,10,5,1,2,,,1,9,,,,,,,,,,,,,,,2020,141.73426818847656,1
5179,1199,11991003,35,566.9370506458635,2,1,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5180,1199,11991004,35,566.9370506458635,2,2,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5181,1199,11991101,35,566.9370506458635,2,1,1,46,,,,1,0,,0,1,1,,,,,1,,10,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5182,1199,11991102,35,566.9370506458635,2,2,2,40,,,,1,0,,0,1,1,2,,,,1,,9,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5183,1199,11991103,35,566.9370506458635,2,2,3,16,,,,1,0,,0,1,1,2,1,1,,1,,4,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5184,1199,11991104,35,566.9370506458635,2,2,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5185,1199,11991105,35,566.9370506458635,2,1,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5186,1199,11991106,35,566.9370506458635,2,2,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5187,1199,11991201,35,566.9370506458635,2,1,1,60,,,,1,0,100,100,1,1,,,,,1,,13,4,,,,,2,,,2,9,,A,,,,,,,,,,,,,2020,141.73426818847656,
5188,1199,11991202,35,566.9370506458635,2,2,2,56,,,,1,0,,0,1,1,,,,,1,,12,4,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5189,1199,11991203,35,566.9370506458635,2,2,3,24,,,,1,0,,0,1,1,2,1,1,,2,,5,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5190,1199,11991205,35,566.9370506458635,2,1,3,18,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5191,1199,11991206,35,566.9370506458635,2,1,3,15,,,,,,,,,1,,,,,1,,4,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5192,1199,11991301,35,566.9370506458635,2,2,1,90,,,,1,0,,0,2,1,,,,,1,,16,5,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5193,1199,11991401,35,566.9370506458635,2,1,1,29,,,,1,0,,0,1,1,2,,1,,1,,6,2,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5194,1199,11991402,35,566.9370506458635,2,2,2,31,,,,1,0,,0,1,1,2,,,,1,,7,2,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5195,1199,11991403,35,566.9370506458635,2,1,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5196,1199,11991404,35,566.9370506458635,2,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5197,1199,11991405,35,566.9370506458635,2,1,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5198,1199,11991501,35,566.9370506458635,2,2,1,50,,,,1,0,,0,1,1,2,,,,1,,11,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5199,1199,11991502,35,566.9370506458635,2,1,2,73,,,,1,0,,0,2,1,2,,,,1,,15,5,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5200,1199,11991503,35,566.9370506458635,2,1,3,20,,,,1,0,,0,2,1,2,1,1,,1,,5,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5201,1199,11991504,35,566.9370506458635,2,1,3,16,,,,1,0,,0,1,1,2,1,1,,2,,4,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5202,1199,11991505,35,566.9370506458635,2,2,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5203,1199,11991506,35,566.9370506458635,2,2,3,9,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5204,1199,11991601,35,566.9370506458635,2,1,1,50,4,,3,1,100,0,100,1,1,,,,2,1,,11,3,1,18,18,1,2,,,1,9,,,,,,,,,,,,,,,2020,141.73426818847656,14
5205,1199,11991602,35,566.9370506458635,2,2,2,42,,,,1,0,,0,1,1,,,,,1,,9,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5206,1199,11991603,35,566.9370506458635,2,2,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5207,1199,11991604,35,566.9370506458635,2,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5208,1199,11991605,35,566.9370506458635,2,1,3,9,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5209,1199,11991606,35,566.9370506458635,2,1,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,141.73426818847656,
5210,1200,12000101,36,704.166703186368,2,1,1,32,1,,1,1,100,0,100,2,1,,,,1,1,26000,7,2,2,30,30,2,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5211,1200,12000102,36,704.166703186368,2,2,2,33,1,,1,1,100,0,100,1,1,,,,1,1,26000,7,2,1,20,20,1,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5212,1200,12000103,36,704.166703186368,2,2,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5213,1200,12000104,36,704.166703186368,2,2,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5214,1200,12000105,36,704.166703186368,2,2,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5215,1200,12000106,36,704.166703186368,2,1,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5216,1200,12000201,36,704.166703186368,2,1,1,65,,,,1,0,,0,2,1,,,,,2,,14,5,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5217,1200,12000202,36,704.166703186368,2,2,2,62,1,,1,1,100,0,100,2,1,,,,1,1,26000,13,4,1,2,8,1,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5218,1200,12000203,36,704.166703186368,2,1,3,16,1,,1,1,100,0,100,2,1,,1,1,1,1,21666.666015625,4,1,1,15,15,1,1,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5219,1200,12000204,36,704.166703186368,2,1,5,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5220,1200,12000301,36,704.166703186368,2,1,1,31,1,,1,1,100,0,100,2,1,,,,1,1,26000,7,2,2,27,27,2,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5221,1200,12000302,36,704.166703186368,2,2,2,26,1,,1,1,100,0,100,2,1,,,1,1,1,26000,6,2,1,21,21,1,1,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5222,1200,12000303,36,704.166703186368,2,1,3,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5223,1200,12000304,36,704.166703186368,2,1,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5224,1200,12000401,36,704.166703186368,2,2,1,73,,,,1,0,,0,2,1,,,,,1,,15,5,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5225,1200,12000402,36,704.166703186368,2,2,11,46,1,,1,1,100,0,100,2,1,,,,1,1,39000,10,3,1,18,9,1,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5226,1200,12000403,36,704.166703186368,2,1,11,26,1,,3,1,100,0,100,2,1,,,1,2,1,32500,6,2,5,54,54,5,1,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,10
5227,1200,12000405,36,704.166703186368,2,2,11,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5228,1200,12000501,36,704.166703186368,2,1,1,62,,,,1,0,,0,1,1,2,,,,2,,13,4,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5229,1200,12000502,36,704.166703186368,2,2,2,62,,,,1,0,,0,1,1,2,,,,1,,13,4,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5230,1200,12000503,36,704.166703186368,2,2,3,37,1,,1,1,100,0,100,1,1,,,,1,1,26000,8,3,1,1,3,1,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5231,1200,12000504,36,704.166703186368,2,1,3,30,,,,1,0,,0,1,1,2,,1,,2,,7,2,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5232,1200,12000505,36,704.166703186368,2,1,3,24,,,,1,0,,0,2,1,,1,1,,4,,5,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5233,1200,12000506,36,704.166703186368,2,2,5,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5234,1200,12000507,36,704.166703186368,2,1,5,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5235,1200,12000508,36,704.166703186368,2,1,5,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5236,1200,12000509,36,704.166703186368,2,2,5,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5237,1200,12000601,36,704.166703186368,2,1,1,42,1,,3,1,100,0,100,2,1,,,,2,2,15000,9,3,6,77,77,6,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,10
5238,1200,12000602,36,704.166703186368,2,2,2,42,,,,1,0,,0,1,1,2,,,,1,,9,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5239,1200,12000603,36,704.166703186368,2,2,3,14,,,,,,,,,1,,,,,2,,3,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5240,1200,12000604,36,704.166703186368,2,2,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5241,1200,12000605,36,704.166703186368,2,2,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5242,1200,12000606,36,704.166703186368,2,2,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5243,1200,12000607,36,704.166703186368,2,1,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5244,1200,12000701,36,704.166703186368,2,1,1,41,1,,1,1,100,0,100,2,1,,,,1,2,26000,9,3,1,5,6,1,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5245,1200,12000702,36,704.166703186368,2,2,2,31,,,,1,0,,0,2,1,2,,,,2,,7,2,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5246,1200,12000703,36,704.166703186368,2,1,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5247,1200,12000704,36,704.166703186368,2,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5248,1200,12000705,36,704.166703186368,2,1,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5249,1200,12000706,36,704.166703186368,2,1,3,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5250,1200,12000707,36,704.166703186368,2,2,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5251,1200,12000801,36,704.166703186368,2,1,1,34,,,,1,0,,0,1,1,2,,,,2,,7,2,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5252,1200,12000802,36,704.166703186368,2,2,2,29,,,,1,0,,0,1,1,2,,1,,2,,6,2,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5253,1200,12000803,36,704.166703186368,2,2,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5254,1200,12000804,36,704.166703186368,2,1,3,9,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5255,1200,12000805,36,704.166703186368,2,1,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5256,1200,12000901,36,704.166703186368,2,1,1,35,1,,1,1,100,0,100,2,1,,,,1,1,26000,8,3,2,28,25,2,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5257,1200,12000902,36,704.166703186368,2,2,2,34,,,,1,0,,0,1,1,2,,,,2,,7,2,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5258,1200,12000903,36,704.166703186368,2,2,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5259,1200,12000904,36,704.166703186368,2,2,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5260,1200,12000905,36,704.166703186368,2,1,3,9,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5261,1200,12000906,36,704.166703186368,2,2,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5262,1200,12000907,36,704.166703186368,2,1,3,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5263,1200,12001001,36,704.166703186368,2,1,1,59,,,,1,0,,0,1,1,2,,,,1,,12,4,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5264,1200,12001002,36,704.166703186368,2,2,2,58,,,,1,0,,0,1,1,,,,,1,,12,4,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5265,1200,12001003,36,704.166703186368,2,1,3,23,1,,6,1,100,0,100,2,1,,1,1,2,2,52000,5,1,5,60,62,6,1,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,41
5266,1200,12001004,36,704.166703186368,2,1,3,20,,,,1,0,,0,2,1,2,1,1,,2,,5,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5267,1200,12001005,36,704.166703186368,2,2,3,17,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5268,1200,12001006,36,704.166703186368,2,2,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5269,1200,12001007,36,704.166703186368,2,1,5,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5270,1200,12001101,36,704.166703186368,2,1,1,67,,,,1,0,,0,2,1,,,,,1,,14,5,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5271,1200,12001102,36,704.166703186368,2,2,2,63,,,,1,0,,0,1,1,,,,,1,,13,4,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5272,1200,12001103,36,704.166703186368,2,1,3,37,1,,1,1,100,0,100,2,1,,,,1,2,18200,8,3,3,40,40,3,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5273,1200,12001104,36,704.166703186368,2,2,3,19,,,,1,0,,0,1,1,,1,1,,1,,4,1,,,,,1,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5274,1200,12001106,36,704.166703186368,2,1,5,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,2020,176.0416717529297,
5275,1200,12001201,36,704.166703186368,2,1,1,44,1,,1,1,100,0,100,2,1,,,,1,1,26000,9,3,3,40,48,4,2,,,1,9,,,,,,,,,,,,,,,2020,176.0416717529297,1
5276,1200,12001202,36,704.166703186368,2,2,2,44,,,,1,0,,0,1,1,,,,,1,,9,3,,,,,2,,,3,9,,,,,,,,,,,,,,,2020,176.0416717529297,
