year,period,sector,role_family,role,occupation_proxy,historical_role_status,ict_employment,ict_employment_share_pct,total_employment,labour_force_participation_rate_pct,employment_to_population_ratio_pct,unemployment_rate_pct,tertiary_employment_count,role_demand_index,role_share_within_ict_pct,role_employment_proxy,emergence_year,data_basis,synthetic_flag,target_role_demand_index_1y,target_role_demand_index_2y,target_role_demand_6m,note_6m
2024,annual,ICT,Software & Web Development,Frontend / Web Developer,Web and multimedia developers / applications programmers,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,52.93,7.098,12804.7,2014,NISR Labour Force Survey microdata,1,52.44,,,No sub-annual data available
2024,annual,ICT,Software Development,Full-Stack Developer,Software developers / applications programmers,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,43.16,5.788,10441.5,2018,NISR Labour Force Survey microdata,1,42.73,,,No sub-annual data available
2024,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,34.46,4.622,8338.0,2014,NISR Labour Force Survey microdata,1,33.31,,,No sub-annual data available
2024,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,47.45,6.364,11480.6,2010,NISR Labour Force Survey microdata,1,45.3,,,No sub-annual data available
2024,annual,ICT,Data & Analytics,Data Analyst,ICT professionals / analysts (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,52.08,6.985,12600.9,2017,NISR Labour Force Survey microdata,1,52.58,,,No sub-annual data available
2024,annual,ICT,Data & Analytics,Data Engineer,Database/network professionals (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,23.68,3.176,5729.5,2019,NISR Labour Force Survey microdata,1,24.4,,,No sub-annual data available
2024,annual,ICT,Data & Analytics,Data Scientist,ICT professionals (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,14.35,1.924,3470.9,2020,NISR Labour Force Survey microdata,1,15.1,,,No sub-annual data available
2024,annual,ICT,Data & Database,Database Administrator,Database designers and administrators,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,37.01,4.963,8953.2,2010,NISR Labour Force Survey microdata,1,36.33,,,No sub-annual data available
2024,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,47.47,6.366,11484.2,2010,NISR Labour Force Survey microdata,1,47.14,,,No sub-annual data available
2024,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,43.56,5.842,10538.9,2010,NISR Labour Force Survey microdata,1,43.53,,,No sub-annual data available
2024,annual,ICT,IT Operations & Support,IT Officer / ICT Administrator,ICT professionals / ICT technicians (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,60.54,8.119,14646.6,2010,NISR Labour Force Survey microdata,1,60.46,,,No sub-annual data available
2024,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,54.21,7.27,13115.0,2010,NISR Labour Force Survey microdata,1,53.73,,,No sub-annual data available
2024,annual,ICT,Cybersecurity,Cybersecurity Analyst / Security Engineer,Related ICT professional/technician categories (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,11.73,1.573,2837.7,2018,NISR Labour Force Survey microdata,1,12.26,,,No sub-annual data available
2024,annual,ICT,Cloud & DevOps,DevOps / Cloud Engineer,Systems/network/software occupations (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,8.59,1.152,2078.2,2019,NISR Labour Force Survey microdata,1,8.93,,,No sub-annual data available
2024,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,11.68,1.566,2825.0,2016,NISR Labour Force Survey microdata,1,11.28,,,No sub-annual data available
2024,annual,ICT,ICT Management,ICT Manager / IT Manager,ICT service managers,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,23.59,3.164,5707.8,2010,NISR Labour Force Survey microdata,1,22.48,,,No sub-annual data available
2024,annual,ICT,IT Governance & Audit,IT Auditor / IT Governance & Risk,Related ICT/business professional categories (proxy),trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,4.68,0.627,1131.1,2017,NISR Labour Force Survey microdata,1,4.52,,,No sub-annual data available
2024,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,18.09,2.426,4376.5,2010,NISR Labour Force Survey microdata,1,17.43,,,No sub-annual data available
2025,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,100.0,13.502,28787.3,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Software Development,Backend Developer,Software developers / applications programmers,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,56.69,7.654,16318.9,2016,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Software & Web Development,Frontend / Web Developer,Web and multimedia developers / applications programmers,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,52.44,7.08,15095.1,2014,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Software Development,Full-Stack Developer,Software developers / applications programmers,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,42.73,5.77,12302.1,2018,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,33.31,4.497,9588.0,2014,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,45.3,6.116,13039.8,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Data & Analytics,Data Analyst,ICT professionals / analysts (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,52.58,7.1,15137.8,2017,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Data & Analytics,Data Engineer,Database/network professionals (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,24.4,3.294,7023.1,2019,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Data & Analytics,Data Scientist,ICT professionals (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,15.1,2.039,4347.3,2020,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Data & Database,Database Administrator,Database designers and administrators,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,36.33,4.905,10457.9,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,47.14,6.365,13570.7,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,43.53,5.878,12532.4,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,IT Operations & Support,IT Officer / ICT Administrator,ICT professionals / ICT technicians (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,60.46,8.163,17404.2,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,53.73,7.255,15468.2,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Cybersecurity,Cybersecurity Analyst / Security Engineer,Related ICT professional/technician categories (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,12.26,1.655,3528.6,2018,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Cloud & DevOps,DevOps / Cloud Engineer,Systems/network/software occupations (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,8.93,1.206,2571.3,2019,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,11.28,1.523,3247.2,2016,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,ICT Management,ICT Manager / IT Manager,ICT service managers,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,22.48,3.035,6470.9,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,IT Governance & Audit,IT Auditor / IT Governance & Risk,Related ICT/business professional categories (proxy),trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,4.52,0.61,1300.6,2017,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
2025,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,213208.0,4.4,4846623.0,39.6,34.7,12.4,2593752.0,17.43,2.354,5018.9,2010,NISR Labour Force Survey microdata,1,,,,No sub-annual data available
