id,year,period,sector,role_family,role,occupation_proxy,historical_role_status,ict_employment,ict_employment_share_pct,total_employment,labour_force_participation_rate_pct,employment_to_population_ratio_pct,unemployment_rate_pct,tertiary_employment_count,role_demand_index,role_share_within_ict_pct,role_employment_proxy,emergence_year,data_basis,synthetic_flag,target_role_demand_index_1y,target_role_demand_index_2y,target_role_demand_6m,note_6m
ICT05_2009_081,2009,2009-01-01/2009-12-31,ICT / Computer Science,Software Development,Software Developer / Software Engineer,2512/2514,Established / growing,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,49.06,7.5047,327.2,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,100.0,100.0,,No sub-annual data available
ICT05_2009_082,2009,2009-01-01/2009-12-31,ICT / Computer Science,Software Development,Frontend / Web Developer,2513,Established / smaller volume,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,28.31,4.3311,188.8,2007,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,1.65,1.44,,No sub-annual data available
ICT05_2009_083,2009,2009-01-01/2009-12-31,ICT / Computer Science,Software Development,Mobile App Developer,2514,Emerging,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,6.54,1.0011,43.6,2008,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,1.07,0.91,,No sub-annual data available
ICT05_2009_084,2009,2009-01-01/2009-12-31,ICT / Computer Science,Systems Analysis,Systems Analyst / IT Business Analyst,2511,Established / smaller volume,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,26.16,4.0025,174.5,2007,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,46.43,44.49,,No sub-annual data available
ICT05_2009_085,2009,2009-01-01/2009-12-31,ICT / Computer Science,Data & Analytics,Data Analyst,Data/Analytical proxy,Established / smaller volume,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,19.69,3.0111,131.3,2008,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,1.11,0.95,,No sub-annual data available
ICT05_2009_086,2009,2009-01-01/2009-12-31,ICT / Computer Science,Data & Analytics,Data Engineer,Data/ICT proxy,Emerging,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,4.95,0.757,33.0,2009,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,0.58,0.51,,No sub-annual data available
ICT05_2009_087,2009,2009-01-01/2009-12-31,ICT / Computer Science,Data & Analytics,Data Scientist,Emerging modern role proxy,Not mature / emerging,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,0.48,0.0729,3.2,2012,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,0.38,0.34,,No sub-annual data available
ICT05_2009_088,2009,2009-01-01/2009-12-31,ICT / Computer Science,Data & Database,Database Administrator,2521,Established / growing,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,29.18,4.4631,194.6,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,36.51,36.51,,No sub-annual data available
ICT05_2009_089,2009,2009-01-01/2009-12-31,ICT / Computer Science,Networks,Network Engineer / Network Administrator,2523,Established / high infrastructure relevance,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,100.0,15.2979,667.0,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,47.17,47.4,,No sub-annual data available
ICT05_2009_090,2009,2009-01-01/2009-12-31,ICT / Computer Science,Systems & Infrastructure,Systems Administrator,2522,Established / high infrastructure relevance,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,82.47,12.6173,550.1,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,43.5,43.63,,No sub-annual data available
ICT05_2009_091,2009,2009-01-01/2009-12-31,ICT / Computer Science,IT Operations & Support,IT Officer / ICT Administrator,ICT technical proxy,Established / growing,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,52.7,8.0626,351.5,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,60.58,60.24,,No sub-annual data available
ICT05_2009_092,2009,2009-01-01/2009-12-31,ICT / Computer Science,IT Operations & Support,IT Support / Help Desk Technician,ICT technical proxy,Established / high infrastructure relevance,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,63.52,9.7183,423.7,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,54.14,53.17,,No sub-annual data available
ICT05_2009_093,2009,2009-01-01/2009-12-31,ICT / Computer Science,Cybersecurity,Cybersecurity Analyst / Security Engineer,ICT security proxy,Emerging,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,11.11,1.7006,74.1,2008,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,0.27,0.23,,No sub-annual data available
ICT05_2009_094,2009,2009-01-01/2009-12-31,ICT / Computer Science,Cloud & DevOps,DevOps / Cloud Engineer,Modern infrastructure proxy,Not mature / emerging,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,0.7,0.1074,4.7,2010,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,0.21,0.18,,No sub-annual data available
ICT05_2009_095,2009,2009-01-01/2009-12-31,ICT / Computer Science,Software Quality,QA / Software Test Engineer,ICT software quality proxy,Established / smaller volume,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,14.06,2.1516,93.8,2007,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,0.37,0.31,,No sub-annual data available
ICT05_2009_096,2009,2009-01-01/2009-12-31,ICT / Computer Science,ICT Management,ICT Manager / IT Manager,ICT management proxy,Established / smaller volume,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,32.71,5.0044,218.2,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,23.04,22.14,,No sub-annual data available
ICT05_2009_097,2009,2009-01-01/2009-12-31,ICT / Computer Science,IT Governance & Audit,IT Auditor / IT Governance & Risk,ICT governance proxy,Established / smaller volume,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,7.03,1.0754,46.9,2008,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,0.18,0.15,,No sub-annual data available
ICT05_2009_098,2009,2009-01-01/2009-12-31,ICT / Computer Science,Networks,Telecommunications / Network Technician,ICT/telecom proxy,Established / high infrastructure relevance,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,79.21,12.1161,528.3,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,,,,No sub-annual data available
ICT05_2009_099,2009,2009-01-01/2009-12-31,ICT / Computer Science,Other ICT,Other ICT Technical Roles,Other ICT proxy,Established / smaller volume,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,24.14,3.6922,161.0,2005,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,17.69,17.4,,No sub-annual data available
ICT05_2009_100,2009,2009-01-01/2009-12-31,ICT / Computer Science,Software Development,ICT Applications / E-Government Developer,Software/services proxy,Established / smaller volume,4360.0,0.2,2180000.0,26.2,20.2,23.0,890000.0,21.65,3.3126,144.4,2007,"Extrapolated from Census 2002, scaled to LFS 2017 anchor",1,,,,No sub-annual data available
